team_name,category,model,livery,championship_names,livery_id,model_folder
Graves Motorsport,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #911,Porsche Carrera Cup UK,51,porsche_991_gt3
Graves Motorsport,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #911,Porsche Carrera Cup UK,51,porsche_991_gt3_2
Excelr8 Motorsport,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #6,Mini Challenge,55,mini_cooper
Coastal Racing,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #10,Mini Challenge,56,mini_cooper
Elite Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #05,Ginetta Junior Championship UK,53,ginetta_g40_cup
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #09,Ginetta Junior Championship UK,54,ginetta_g40_cup
BWT Mucke Motorsport,P4,MCR S2000,MCR S2000 #21,Radical Cup Europe,67,mcr2000
BWT Mucke Motorsport,P4,MCR S2000,MCR S2000 #22,Radical Cup Europe,68,mcr2000
Storic and Race Cars,GT1_05,Maserati MC12 GT1,Maserati MC12 GT1 #1,GT Revival Series,51,maserati_mc12_gt1
Scott Sport,GT1_05,Maserati MC12 GT1,Maserati MC12 GT1 #33,GT Revival Series,52,maserati_mc12_gt1
TDS Racing,LMP2_Gen1,Oreca 07,Oreca 07 #22,European Le Mans Series,52,oreca_07
Leipert Motorsport,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #44,Lamborghini Super Trofeo Europe,63,lamborghini_huracan_supertrofeo_evo2
Rexal Villorba Corse,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #47,Lamborghini Super Trofeo Europe,64,lamborghini_huracan_supertrofeo_evo2
BMW M Team WRT,LMDh,BMW M Hybrid V8,BMW M Hybrid V8 #42,World Endurance Championship,53,bmw_m_hybrid_v8
BMW M Team WRT,LMDh,BMW M Hybrid V8,BMW M Hybrid V8 #43,World Endurance Championship,54,bmw_m_hybrid_v8
Team WRT,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #10,World Endurance Championship,55,bmw_m4_gt3
ROWE Racing,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #10,Intercontinental GT Challenge,55,bmw_m4_gt3
Team WRT,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #10,GT World Challenge Europe,55,bmw_m4_gt3
Mercedes-AMG Team Schnitzelalm,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #10,Nürburgring Langstrecken-Serie,55,bmw_m4_gt3
Team WRT,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #55,World Endurance Championship,56,bmw_m4_gt3
ROWE Racing,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #55,Intercontinental GT Challenge,56,bmw_m4_gt3
Team WRT,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #55,GT World Challenge Europe,56,bmw_m4_gt3
Goroyan RT by Car Collection,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #55,Nürburgring Langstrecken-Serie,56,bmw_m4_gt3
AV Racing by Black Falcon,GT4,BMW M4 GT4,BMW M4 GT4 #10,Nürburgring Langstrecken-Serie,55,bmw_m4_gt4
AV Racing by Black Falcon,GT4,BMW M4 GT4,BMW M4 GT4 #7,Nürburgring Langstrecken-Serie,52,bmw_m4_gt4
Kessel Racing,GT3,BMW M6 GT3,BMW M6 GT3 #11,Michelin Le Mans Cup,52,bmw_m6_gt3
Kessel Racing,GT3,BMW M6 GT3,BMW M6 GT3 #11,European Le Mans Series,52,bmw_m6_gt3
Kessel Racing,GT3,BMW M6 GT3,BMW M6 GT3 #61,Michelin Le Mans Cup,53,bmw_m6_gt3
Kessel Racing,GT3,BMW M6 GT3,BMW M6 GT3 #61,European Le Mans Series,53,bmw_m6_gt3
23Events Racing,P1Gen2,Ginetta G58 Gen2,Ginetta G58 Gen2 #20,Michelin Le Mans Cup,52,ginetta_g58_gen2
Team Virage,P4,MCR S2000,MCR S2000 #1,Radical Cup Europe,51,mcr2000
Switch Racing,P4,MCR S2000,MCR S2000 #27 - A.Tobin Skin,Radical Cup Europe,72,mcr2000
23Events Racing,P1Gen2,Ginetta G58 Gen2,Ginetta G58 Gen2 #1,Michelin Le Mans Cup,51,ginetta_g58_gen2
Racing Spirit of Leman,P1Gen2,Ginetta G58 Gen2,Ginetta G58 Gen2 #1,European Le Mans Series,51,ginetta_g58_gen2
Ultimate,P1Gen2,Ginetta G58 Gen2,Ginetta G58 Gen2 #22,European Le Mans Series,54,ginetta_g58_gen2
CSA Racing,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #7,GT World Challenge Sprint,54,bmw_m4_gt3
CSA Racing,GT3_Gen2,Mercedes-AMG GT3 Evo,Mercedes-AMG GT3 Evo #80 (IMSA 2024),GT World Challenge Sprint,54,mercedes_amg_gt3_evo
Martinet by Almeras,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #78,Porsche Carrera Supercup,58,porsche_991_gt3
ACI Motorsports,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #78,Porsche Carrera Cup North America,58,porsche_991_gt3
Team Parker Racing,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #78,Porsche Carrera Cup UK,58,porsche_991_gt3
Looping by CarTech,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #87,Porsche Carrera Supercup,59,porsche_991_gt3
ACI Motorsports,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #87,Porsche Carrera Cup North America,59,porsche_991_gt3
Rosland Gold by Century Motorsport,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #87,Porsche Carrera Cup UK,59,porsche_991_gt3
Team Motopark,GT1_05,Aston Martin DBR9,Aston Martin DBR9 #57,GT Revival Series,51,aston_martin_dbr9_gt1
Debard Automobiles by Racetivity,GT1_05,Aston Martin DBR9,Aston Martin DBR9 #58,GT Revival Series,52,aston_martin_dbr9_gt1
Rossocorsa,GT2_05,Milano GT36,Milano GT36 #25,Ferrari Challenge Europe,54,milano_gt36
Ferrari of Vancouver,GT2_05,Milano GT36,Milano GT36 #25,Ferrari Challenge North America,54,milano_gt36
Rossocorsa,GT2_05,Milano GT36,Milano GT36 #31,Ferrari Challenge Europe,55,milano_gt36
The Collection,GT2_05,Milano GT36,Milano GT36 #31,Ferrari Challenge North America,55,milano_gt36
RAFA Racing Team,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #10,Lamborghini Super Trofeo North America,55,lamborghini_huracan_supertrofeo_evo2
UNIQ Racing,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #10,Lamborghini Super Trofeo Europe,55,lamborghini_huracan_supertrofeo_evo2
RAFA Racing Team,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #15,Lamborghini Super Trofeo North America,56,lamborghini_huracan_supertrofeo_evo2
CMR,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #15,Lamborghini Super Trofeo Europe,56,lamborghini_huracan_supertrofeo_evo2
2B Autosport,GT1_05,Lamborghini Murcielago R-GT,Lamborghini Murcielago R-GT #42,GT Revival Series,55,lamborghini_murcielago_r_gt
Ecurie Ecosse powered by Barwell,GT1_05,Lamborghini Murcielago R-GT,Lamborghini Murcielago R-GT #45,GT Revival Series,56,lamborghini_murcielago_r_gt
Privateer,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #00,Mini Challenge,51,mini_cooper
KMW Motorsports with TMR Engineering,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #00,IMSA Michelin Pilot Challenge,51,mini_cooper
Privateer,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #5,Mini Challenge,54,mini_cooper
KMW Motorsports with TMR Engineering,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #5,IMSA Michelin Pilot Challenge,54,mini_cooper
Elite Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #01,Ginetta Junior Championship UK,51,ginetta_g40_cup
Performance One,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #02,Ginetta Junior Championship UK,52,ginetta_g40_cup
Winward Racing,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #70 (IMSA 2024),IMSA WeatherTech SportsCar Championship,52,mclaren_720s_gt3_evo
Garage 59,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #70 (IMSA 2024),GT World Challenge Sprint,52,mclaren_720s_gt3_evo
MAD Joker by Lone Star Racing,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #70 (IMSA 2024),GT World Challenge America,52,mclaren_720s_gt3_evo
Ford Racing,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #55,IMSA WeatherTech SportsCar Championship,56,bmw_m4_gt3
Garage 59,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #55,GT World Challenge Sprint,56,bmw_m4_gt3
AF Corse USA,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #55,GT World Challenge America,56,bmw_m4_gt3
Auto Technic Racing,GT4,BMW M4 GT4,BMW M4 GT4 #7,IMSA Michelin Pilot Challenge,52,bmw_m4_gt4
Toro Verde GT,GT4,BMW M4 GT4,BMW M4 GT4 #7,British GT Championship,52,bmw_m4_gt4
BGB Motorsports,GT4,BMW M4 GT4,BMW M4 GT4 #8,IMSA Michelin Pilot Challenge,53,bmw_m4_gt4
Toro Verde GT,GT4,BMW M4 GT4,BMW M4 GT4 #8,British GT Championship,53,bmw_m4_gt4
Ruckus Racing,GT3,Mercedes-AMG GT3,Mercedes-AMG GT3 #01,IMSA VP Racing SportsCar Challenge,51,mercedes_amg_gt3
Rebel Rock Racing,GT3,Mercedes-AMG GT3,Mercedes-AMG GT3 #09,IMSA VP Racing SportsCar Challenge,52,mercedes_amg_gt3
BSI Racing,P4,MCR S2000,MCR S2000 #17,Radical Cup North America,64,mcr2000
BSI Racing,P4,MCR S2000,MCR S2000 #18,Radical Cup North America,65,mcr2000
Elite Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #42,Ginetta Junior Championship North America,64,ginetta_g40_cup
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #46,Ginetta Junior Championship North America,65,ginetta_g40_cup
Elite Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #28,Ginetta Junior Championship North America,60,ginetta_g40_cup
Performance One,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #32,Ginetta Junior Championship North America,61,ginetta_g40_cup
Forty7 Motorsports,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #48,Lamborghini Super Trofeo North America,65,lamborghini_huracan_supertrofeo_evo2
Forty7 Motorsports,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #50,Lamborghini Super Trofeo North America,66,lamborghini_huracan_supertrofeo_evo2
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #25,Ginetta Junior Championship North America,58,ginetta_g40_cup
MDD Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #27,Ginetta Junior Championship North America,59,ginetta_g40_cup
Octane126,GT2_05,Milano GT36,Milano GT36 #43,Ferrari Challenge Europe,58,milano_gt36
Ferrari of Houston,GT2_05,Milano GT36,Milano GT36 #43,Ferrari Challenge North America,58,milano_gt36
Ineco - MP Racing,GT2_05,Milano GT36,Milano GT36 #51,Ferrari Challenge Europe,59,milano_gt36
Misano Racing Team,GT2_05,Milano GT36,Milano GT36 #51,Ferrari Challenge North America,59,milano_gt36
Forty7 Motorsports,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #27,Lamborghini Super Trofeo North America,59,lamborghini_huracan_supertrofeo_evo2
CMR,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #27,Lamborghini Super Trofeo Europe,59,lamborghini_huracan_supertrofeo_evo2
Forty7 Motorsports,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #28,Lamborghini Super Trofeo North America,60,lamborghini_huracan_supertrofeo_evo2
Auto Sport Racing Service,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #28,Lamborghini Super Trofeo Europe,60,lamborghini_huracan_supertrofeo_evo2
Ecurie Ecosse powered by Barwell,GT1_05,Lamborghini Murcielago R-GT,Lamborghini Murcielago R-GT #10,GT Revival Series,51,lamborghini_murcielago_r_gt
Fanta Racing Legend by Code Classic,GT1_05,Lamborghini Murcielago R-GT,Lamborghini Murcielago R-GT #25,GT Revival Series,52,lamborghini_murcielago_r_gt
Elite Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #88,Ginetta Junior Championship North America,72,ginetta_g40_cup
Pace Performance,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #01,Ginetta Junior Championship North America,51,ginetta_g40_cup
BSI Racing,P4,MCR S2000,MCR S2000 #23,Radical Cup North America,69,mcr2000
Copeland Motorsports,P4,MCR S2000,MCR S2000 #31,Radical Cup North America,76,mcr2000
AO Racing,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #96 (IMSA 2024),IMSA WeatherTech SportsCar Championship,53,bmw_m4_gt3
Ford Racing,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #96 (IMSA 2024),Intercontinental GT Challenge,53,bmw_m4_gt3
Optimum Motorsport,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #96 (IMSA 2024),GT World Challenge Sprint,53,bmw_m4_gt3
AF Corse USA,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #96 (IMSA 2024),GT World Challenge America,53,bmw_m4_gt3
Risi Competizione,GT3_Gen2,Mercedes-AMG GT3 Evo,Mercedes-AMG GT3 Evo #75 (IMSA 2024),IMSA WeatherTech SportsCar Championship,53,mercedes_amg_gt3_evo
Ford Racing,GT3_Gen2,Mercedes-AMG GT3 Evo,Mercedes-AMG GT3 Evo #75 (IMSA 2024),Intercontinental GT Challenge,53,mercedes_amg_gt3_evo
Optimum Motorsport,GT3_Gen2,Mercedes-AMG GT3 Evo,Mercedes-AMG GT3 Evo #75 (IMSA 2024),GT World Challenge Sprint,53,mercedes_amg_gt3_evo
Riley Technologies,GT3_Gen2,Mercedes-AMG GT3 Evo,Mercedes-AMG GT3 Evo #75 (IMSA 2024),GT World Challenge America,53,mercedes_amg_gt3_evo
MK Racing,GT4,Ginetta G55 GT4,Ginetta G55 GT4 #13,British GT Championship,52,ginetta_g55_gt4_2
Century Motorsport,GT4,Ginetta G55 GT4,Ginetta G55 GT4 #19,British GT Championship,53,ginetta_g55_gt4_2
Baker Racing,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #22,IMSA Michelin Pilot Challenge,61,mini_cooper
Stallion Motorsports,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #26,IMSA Michelin Pilot Challenge,62,mini_cooper
Ruckus Racing,GT3,Nissan GT-R Nismo GT3,Nissan Nismo GT-R GT3 #201,IMSA VP Racing SportsCar Challenge,51,nissan_gt-r_gt3
FastMD Racing with Remstar,GT3,Nissan GT-R Nismo GT3,Nissan Nismo GT-R GT3 #202,IMSA VP Racing SportsCar Challenge,52,nissan_gt-r_gt3
Copeland Motorsports,P4,MCR S2000,MCR S2000 #19,Radical Cup North America,66,mcr2000
Copeland Motorsports,P4,MCR S2000,MCR S2000 #30,Radical Cup North America,75,mcr2000
Team GP Elite,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #41,Porsche Carrera Supercup,58,porsche_991_gt3_2
JDX Racing,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #41,Porsche Carrera Cup North America,58,porsche_991_gt3_2
Team Parker Racing,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #41,Porsche Carrera Cup UK,58,porsche_991_gt3_2
Schumacher CLRT,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #53,Porsche Carrera Supercup,55,porsche_991_gt3
Kellymoss,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #53,Porsche Carrera Cup North America,55,porsche_991_gt3
XQS Team Parker Racing,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #53,Porsche Carrera Cup UK,55,porsche_991_gt3
RAFA Racing Team,GT4,Aston Martin Vantage GT4 Evo,AMR Vantage GT4 Evo #303,IMSA VP Racing SportsCar Challenge,53,aston_martin_vantage_gt4_evo
Grange Racing by FSR,GT4,Aston Martin Vantage GT4 Evo,AMR Vantage GT4 Evo #303,British GT Championship,53,aston_martin_vantage_gt4_evo
RAFA Racing Team,GT4,Aston Martin Vantage GT4 Evo,AMR Vantage GT4 Evo #304,IMSA VP Racing SportsCar Challenge,54,aston_martin_vantage_gt4_evo
Townsend Racing,GT4,Aston Martin Vantage GT4 Evo,AMR Vantage GT4 Evo #304,British GT Championship,54,aston_martin_vantage_gt4_evo
Boutsen VDS,GT3_Gen2,Aston Martin Vantage GT3 Evo,AMR Vantage GT3 Evo #23 (IMSA 2024),GT World Challenge Sprint,51,aston_martin_vantage_gt3_evo
Triarsi Competizione,GT3_Gen2,Aston Martin Vantage GT3 Evo,AMR Vantage GT3 Evo #23 (IMSA 2024),GT World Challenge America,51,aston_martin_vantage_gt3_evo
Boutsen VDS,GT3_Gen2,Aston Martin Vantage GT3 Evo,AMR Vantage GT3 Evo #44 (IMSA 2024),GT World Challenge Sprint,53,aston_martin_vantage_gt3_evo
JMF Motorsports,GT3_Gen2,Aston Martin Vantage GT3 Evo,AMR Vantage GT3 Evo #44 (IMSA 2024),GT World Challenge America,53,aston_martin_vantage_gt3_evo
Fanta Racing Legend by Code Classic,GT1_05,Aston Martin DBR9,Aston Martin DBR9 #59,GT Revival Series,53,aston_martin_dbr9_gt1
Team Parker Racing,GT1_05,Aston Martin DBR9,Aston Martin DBR9 #60,GT Revival Series,54,aston_martin_dbr9_gt1
IDEC Sport,LMP2_Gen1,Oreca 07,Oreca 07 #35,European Le Mans Series,53,oreca_07
Auto Sport Racing Service,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #86,Lamborghini Super Trofeo Europe,73,lamborghini_huracan_supertrofeo_evo2
BDR Competition by Grupo Prom,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #88,Lamborghini Super Trofeo Europe,74,lamborghini_huracan_supertrofeo_evo2
Manthey DK Engineering,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #14,World Endurance Championship,56,porsche_992_gt3r
Rutronik Racing,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #14,Intercontinental GT Challenge,56,porsche_992_gt3r
Rutronik Racing,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #14,GT World Challenge Europe,56,porsche_992_gt3r
Goroyan RT by Car Collection,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #14,Nürburgring Langstrecken-Serie,56,porsche_992_gt3r
The Bend Manthey,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #992,World Endurance Championship,57,porsche_992_gt3r
Rutronik Racing,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #992,Intercontinental GT Challenge,57,porsche_992_gt3r
Rutronik Racing,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #992,GT World Challenge Europe,57,porsche_992_gt3r
Car Collection Motorsport,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #992,Nürburgring Langstrecken-Serie,57,porsche_992_gt3r
AV Racing by Black Falcon,GT4,Porsche Cayman GT4 Clubsport MR,Porsche Cayman GT4 CS MR #101,Nürburgring Langstrecken-Serie,52,porsche_cayman_gt4cs
Plusline Motorsport,GT4,Porsche Cayman GT4 Clubsport MR,Porsche Cayman GT4 CS MR #100,Nürburgring Langstrecken-Serie,51,porsche_cayman_gt4cs
Kessel Racing,GT3,Porsche 911 GT3 R,Porsche 911 GT3 R #05,Michelin Le Mans Cup,51,porsche_991_gt3r
Racing Spirit of Leman,GT3,Porsche 911 GT3 R,Porsche 911 GT3 R #05,European Le Mans Series,51,porsche_991_gt3r
Kessel Racing,GT3,Porsche 911 GT3 R,Porsche 911 GT3 R #17,Michelin Le Mans Cup,53,porsche_991_gt3r
Team Qatar by Iron Lynx,GT3,Porsche 911 GT3 R,Porsche 911 GT3 R #17,European Le Mans Series,53,porsche_991_gt3r
ANS Motorsport,P1Gen2,Ginetta G58 Gen2,Ginetta G58 Gen2 #54,Michelin Le Mans Cup,56,ginetta_g58_gen2
Elite Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #22,Ginetta Junior Championship Europe,57,ginetta_g40_cup
Performance One,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #25,Ginetta Junior Championship Europe,58,ginetta_g40_cup
Switch Racing,P4,MCR S2000,MCR S2000 #11,Radical Cup Europe,59,mcr2000
Switch Racing,P4,MCR S2000,MCR S2000 #12,Radical Cup Europe,60,mcr2000
ANS Motorsport,P1Gen2,Ginetta G58 Gen2,Ginetta G58 Gen2 #53,Michelin Le Mans Cup,55,ginetta_g58_gen2
R-ace GP,P1Gen2,Ginetta G58 Gen2,Ginetta G58 Gen2 #53,European Le Mans Series,55,ginetta_g58_gen2
M Racing,P1Gen2,Ginetta G58 Gen2,Ginetta G58 Gen2 #54,European Le Mans Series,56,ginetta_g58_gen2
BWT Mucke Motorsport,P1Gen2,MetalMoro AJR Gen2 Chevrolet,MM AJR Chev Gen2 #55,Michelin Le Mans Cup,52,metalmoro_ajr_gen2_chevy
BWT Mucke Motorsport,P1Gen2,MetalMoro AJR Gen2 Chevrolet,MM AJR Chev Gen2 #232,Michelin Le Mans Cup,54,metalmoro_ajr_gen2_chevy
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #38,Ginetta Junior Championship Europe,63,ginetta_g40_cup
MDD Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #42,Ginetta Junior Championship Europe,64,ginetta_g40_cup
Switch Racing,P4,MCR S2000,MCR S2000 #17,Radical Cup Europe,64,mcr2000
Switch Racing,P4,MCR S2000,MCR S2000 #18,Radical Cup Europe,65,mcr2000
GFS Racing,GT1_05,Chevrolet Corvette C5-R,Chevrolet Corvette C5-R #2,GT Revival Series,51,corvette_c5r
TFT Racing,GT1_05,Chevrolet Corvette C5-R,Chevrolet Corvette C5-R #5,GT Revival Series,52,corvette_c5r
Paradine Competition,GT3_Gen2,Aston Martin Vantage GT3 Evo,AMR Vantage GT3 Evo #42,British GT Championship,55,aston_martin_vantage_gt3_evo
Paradine Competition,GT3_Gen2,Aston Martin Vantage GT3 Evo,AMR Vantage GT3 Evo #73,British GT Championship,56,aston_martin_vantage_gt3_evo
Team Dynamics,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #33,Mini Challenge,66,mini_cooper
Bryan Herta Autosport with PR1/Mathiasen,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #33,IMSA Michelin Pilot Challenge,66,mini_cooper
Privateer,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #38,Mini Challenge,67,mini_cooper
Bryan Herta Autosport with PR1/Mathiasen,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #38,IMSA Michelin Pilot Challenge,67,mini_cooper
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #92,Ginetta Junior Championship UK,73,ginetta_g40_cup
Elite Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #92,Ginetta Junior Championship Europe,73,ginetta_g40_cup
Project R,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #92,Ginetta Junior Championship North America,73,ginetta_g40_cup
MDD Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #77,Ginetta Junior Championship UK,71,ginetta_g40_cup
Pace Performance,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #77,Ginetta Junior Championship Europe,71,ginetta_g40_cup
Elite Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #77,Ginetta Junior Championship North America,71,ginetta_g40_cup
TFT Racing,GT1_05,Aston Martin DBR9,Aston Martin DBR9 #62,GT Revival Series,55,aston_martin_dbr9_gt1
Scott Sport,GT1_05,Aston Martin DBR9,Aston Martin DBR9 #64,GT Revival Series,56,aston_martin_dbr9_gt1
ANSA Motorsports,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #44,Lamborghini Super Trofeo North America,63,lamborghini_huracan_supertrofeo_evo2
TB Autosports,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #47,Lamborghini Super Trofeo North America,64,lamborghini_huracan_supertrofeo_evo2
Performance One,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #34,Ginetta Junior Championship North America,62,ginetta_g40_cup
MKH Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #38,Ginetta Junior Championship North America,63,ginetta_g40_cup
Copeland Motorsports,P4,MCR S2000,MCR S2000 #21,Radical Cup North America,67,mcr2000
Copeland Motorsports / GMG Racing,P4,MCR S2000,MCR S2000 #22,Radical Cup North America,68,mcr2000
StileF Squadra Corse,GT2_05,Milano GT36,Milano GT36 #17,Ferrari Challenge Europe,52,milano_gt36
Ferrari of Beverly Hills,GT2_05,Milano GT36,Milano GT36 #17,Ferrari Challenge North America,52,milano_gt36
Scuderia Autoropa,GT2_05,Milano GT36,Milano GT36 #20,Ferrari Challenge Europe,53,milano_gt36
Ron Tonkin Gran Turismo,GT2_05,Milano GT36,Milano GT36 #20,Ferrari Challenge North America,53,milano_gt36
TB Autosports,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #7,Lamborghini Super Trofeo North America,53,lamborghini_huracan_supertrofeo_evo2
BDR Competition by Grupo Prom,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #7,Lamborghini Super Trofeo Europe,53,lamborghini_huracan_supertrofeo_evo2
XONINE Racing,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #8,Lamborghini Super Trofeo North America,54,lamborghini_huracan_supertrofeo_evo2
Boutsen VDS,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #8,Lamborghini Super Trofeo Europe,54,lamborghini_huracan_supertrofeo_evo2
Garage 59,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #25,World Endurance Championship,53,mclaren_720s_gt3_evo
Craft-Bamboo Racing,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #25,Intercontinental GT Challenge,53,mclaren_720s_gt3_evo
