name,surname,championship_name,category,team_name,end_year,expected_standing,team_loyalty,country,dob,elo,race_skill,qualifying_skill,aggression,defending,stamina,consistency,start_reactions,wet_skill,tyre_management,fuel_management,blue_flag_conceding,weather_tyre_changes,avoidance_of_mistakes,avoidance_of_forced_mistakes,setup_downforce,setup_downforce_randomness
Andy,Priaulx,BFGoodrich Langstreckenmeisterschaft,GTR_04,Team Schnitzer,2005,2,0.82,GBR,1974/08/08,1840,0.75,0.76,0.70,0.72,0.78,0.76,0.71,0.74,0.77,0.76,0.73,0.73,0.77,0.75,0.61,0.12
Dennis,Rostek,BFGoodrich Langstreckenmeisterschaft,GTR_04,Scuderia Augustusburg BrÃ¼hl,2005,3,0.81,DEU,1973/11/04,1839,0.75,0.76,0.69,0.71,0.77,0.76,0.71,0.73,0.76,0.76,0.73,0.72,0.76,0.75,0.61,0.12
Georg,Silbermayr,BFGoodrich Langstreckenmeisterschaft,GTR_04,Team Michael Tischner,2005,4,0.81,AUT,1970/01/01,1838,0.75,0.76,0.69,0.71,0.77,0.76,0.71,0.73,0.76,0.76,0.73,0.72,0.76,0.75,0.61,0.12
Henry,Walkenhorst,BFGoodrich Langstreckenmeisterschaft,GTR_04,Schirmer Motorsport,2005,5,0.80,DEU,1970/01/01,1836,0.74,0.75,0.68,0.71,0.77,0.75,0.70,0.73,0.76,0.75,0.73,0.72,0.76,0.74,0.61,0.12
Arnd,Meyer,BFGoodrich Langstreckenmeisterschaft,GTR_04,Team Arnd Meyer,2005,6,0.80,DEU,1970/01/01,1835,0.74,0.75,0.68,0.70,0.76,0.75,0.70,0.73,0.75,0.75,0.73,0.71,0.75,0.74,0.61,0.12
Del,Delaronde,BFGoodrich Langstreckenmeisterschaft,GTR_04,Ring Racing,2005,7,0.79,CAN,1970/01/01,1833,0.74,0.74,0.68,0.70,0.76,0.75,0.70,0.72,0.75,0.75,0.73,0.71,0.75,0.74,0.61,0.12
Ian,Mitchell,BFGoodrich Langstreckenmeisterschaft,GTR_04,Kruse Motorsport,2005,8,0.79,GBR,1970/01/01,1832,0.73,0.74,0.67,0.70,0.76,0.74,0.69,0.72,0.75,0.74,0.73,0.71,0.75,0.73,0.61,0.12
David,Cox,BFGoodrich Langstreckenmeisterschaft,GTR_04,Moore International Motorsport,2005,9,0.78,GBR,1956/11/07,1830,0.73,0.74,0.67,0.70,0.76,0.74,0.69,0.72,0.75,0.74,0.73,0.71,0.75,0.73,0.61,0.12
Gregor,Vogler,BFGoodrich Langstreckenmeisterschaft,GTR_04,DÃ¶rr Motorsport,2005,10,0.78,DEU,1970/01/01,1829,0.73,0.73,0.66,0.69,0.75,0.74,0.69,0.72,0.74,0.74,0.73,0.70,0.74,0.73,0.61,0.12
Leo,LÃ¶wenstein,BFGoodrich Langstreckenmeisterschaft,GTR_04,DÃ¶rr Motorsport,2005,11,0.77,DEU,1970/01/01,1827,0.73,0.73,0.66,0.69,0.75,0.74,0.69,0.71,0.74,0.74,0.73,0.70,0.74,0.73,0.61,0.12
Artur,Deutgen,BFGoodrich Langstreckenmeisterschaft,GTR_04,Duller Motorsport,2005,12,0.77,DEU,1962/03/22,1826,0.72,0.73,0.65,0.69,0.75,0.73,0.68,0.71,0.74,0.73,0.73,0.70,0.74,0.72,0.61,0.12
Achim,Berg,BFGoodrich Langstreckenmeisterschaft,GT2_05,steam-racing,2005,13,0.76,DEU,1970/01/01,1825,0.72,0.72,0.65,0.69,0.75,0.73,0.68,0.71,0.74,0.73,0.73,0.70,0.74,0.72,0.61,0.12
Johannes,Siegler,BFGoodrich Langstreckenmeisterschaft,GT2_05,steam-racing,2005,14,0.76,DEU,1970/01/01,1823,0.72,0.72,0.65,0.68,0.74,0.73,0.68,0.70,0.73,0.73,0.73,0.69,0.73,0.72,0.61,0.12
Anders,Levin,BFGoodrich Langstreckenmeisterschaft,GT2_05,Morin Racing,2005,15,0.75,SWE,1972/10/25,1822,0.71,0.72,0.64,0.68,0.74,0.72,0.67,0.70,0.73,0.72,0.73,0.69,0.73,0.71,0.61,0.12
Friedrich,Ney,BFGoodrich Langstreckenmeisterschaft,GT2_05,Car Collection,2005,16,0.75,DEU,1970/01/01,1820,0.71,0.71,0.64,0.68,0.74,0.72,0.67,0.70,0.73,0.72,0.73,0.69,0.73,0.71,0.61,0.12
Harald,Weiland,BFGoodrich Langstreckenmeisterschaft,GT2_05,Messer Motorsport,2005,17,0.74,DEU,1970/01/01,1819,0.71,0.71,0.63,0.67,0.73,0.72,0.67,0.70,0.72,0.72,0.73,0.68,0.72,0.71,0.61,0.12
Edgar,Althoff,BFGoodrich Langstreckenmeisterschaft,GT2_05,Team Stefan Beil,2005,18,0.74,DEU,1970/01/01,1817,0.71,0.70,0.63,0.67,0.73,0.72,0.67,0.69,0.72,0.72,0.73,0.68,0.72,0.71,0.61,0.12
Artur,Erkes,BFGoodrich Langstreckenmeisterschaft,GT2_05,Captain Racing Team,2005,19,0.73,DEU,1970/01/01,1816,0.70,0.70,0.63,0.67,0.73,0.71,0.66,0.69,0.72,0.71,0.73,0.68,0.72,0.70,0.61,0.12
Christian,Mamerow,BFGoodrich Langstreckenmeisterschaft,GT2_05,Mamerow Racing,2005,20,0.73,DEU,1985/02/25,1815,0.70,0.70,0.62,0.67,0.73,0.71,0.66,0.69,0.72,0.71,0.73,0.68,0.72,0.70,0.61,0.12
Peter,Bonk,BFGoodrich Langstreckenmeisterschaft,GT2_05,Bonk Motorsport,2005,21,0.72,DEU,1970/01/01,1813,0.70,0.69,0.62,0.66,0.72,0.71,0.66,0.69,0.71,0.71,0.73,0.67,0.71,0.70,0.61,0.12
Michael,Prym,BFGoodrich Langstreckenmeisterschaft,GT2_05,Team Uwe Reich,2005,22,0.72,DEU,1970/01/01,1812,0.70,0.69,0.61,0.66,0.72,0.71,0.66,0.68,0.71,0.71,0.73,0.67,0.71,0.70,0.61,0.12
Kersten,Jodexnis,BFGoodrich Langstreckenmeisterschaft,GT2_05,Team Destree / Jodexnis,2005,23,0.71,DEU,1956/12/29,1810,0.69,0.69,0.61,0.66,0.72,0.70,0.65,0.68,0.71,0.70,0.73,0.67,0.71,0.69,0.61,0.12
Marc,Basseng,BFGoodrich Langstreckenmeisterschaft,GT2_05,Land Motorsport,2005,24,0.71,DEU,1978/12/12,1809,0.69,0.68,0.60,0.66,0.72,0.70,0.65,0.68,0.71,0.70,0.73,0.67,0.71,0.69,0.61,0.12
Andreas,GÃ¼lden,BFGoodrich Langstreckenmeisterschaft,GT1_05,Zakspeed Racing,2005,25,0.70,DEU,1978/11/17,1807,0.69,0.68,0.60,0.65,0.71,0.70,0.65,0.67,0.70,0.70,0.73,0.66,0.70,0.69,0.61,0.12
Peter,Zakowski,BFGoodrich Langstreckenmeisterschaft,GT1_05,Zakspeed Racing,2005,26,0.70,DEU,1966/05/13,1806,0.68,0.68,0.60,0.65,0.71,0.69,0.64,0.67,0.70,0.69,0.73,0.66,0.70,0.68,0.61,0.12
Hans-Peter,Huppert-Nieder,BFGoodrich Langstreckenmeisterschaft,GT1_05,Zakspeed Racing,2005,27,0.69,DEU,1957/07/18,1805,0.68,0.67,0.59,0.65,0.71,0.69,0.64,0.67,0.70,0.69,0.73,0.66,0.70,0.68,0.61,0.12
Sascha,Bert,BFGoodrich Langstreckenmeisterschaft,GT1_05,Zakspeed Racing,2005,28,0.69,DEU,1976/03/05,1803,0.68,0.67,0.59,0.64,0.70,0.69,0.64,0.67,0.69,0.69,0.73,0.65,0.69,0.68,0.61,0.12
Didier,de Radigues,BFGoodrich Langstreckenmeisterschaft,GT1_05,De Radigues,2005,29,0.68,BEL,1958/03/27,1802,0.68,0.66,0.58,0.64,0.70,0.69,0.64,0.66,0.69,0.69,0.73,0.65,0.69,0.68,0.61,0.12
Markus,GroÃmann,BFGoodrich Langstreckenmeisterschaft,GT1_05,Zakspeed Racing,2005,30,0.68,DEU,1970/01/01,1800,0.67,0.66,0.58,0.64,0.70,0.68,0.63,0.66,0.69,0.68,0.73,0.65,0.69,0.67,0.61,0.12
Tim,Mullen,British GT Championship,GT2_05,Scuderia Ecosse,2005,1,0.82,GBR,1976/03/28,1816,0.70,0.72,0.70,0.67,0.73,0.71,0.66,0.69,0.72,0.71,0.73,0.68,0.72,0.70,0.61,0.12
Bo,Stefan M. Eriksson,British GT Championship,GT2_05,Cirtek Motorsport,2005,2,0.81,SWE,1961/12/14,1815,0.70,0.71,0.69,0.67,0.73,0.71,0.66,0.69,0.72,0.71,0.73,0.68,0.72,0.70,0.61,0.12
Albert,von Thurn und Taxis,British GT Championship,GT2_05,JMB Racing,2005,3,0.81,DEU,1983/06/24,1813,0.70,0.71,0.69,0.66,0.72,0.71,0.66,0.68,0.71,0.71,0.73,0.67,0.71,0.70,0.61,0.12
Marco,Lambertini,British GT Championship,GT2_05,GPC Sport,2005,4,0.80,ITA,1970/01/01,1812,0.70,0.71,0.68,0.66,0.72,0.71,0.66,0.69,0.71,0.71,0.74,0.67,0.71,0.70,0.61,0.11
Robert,Wilson,British GT Championship,GT2_05,Cirtek Motorsport,2005,5,0.80,GBR,1952/09/06,1809,0.69,0.70,0.68,0.66,0.72,0.70,0.65,0.68,0.71,0.70,0.73,0.67,0.71,0.69,0.61,0.12
Chris,Buncombe,British GT Championship,GT2_05,JMB Racing,2005,6,0.79,GBR,1979/05/05,1807,0.69,0.69,0.67,0.65,0.71,0.70,0.65,0.67,0.70,0.70,0.73,0.66,0.70,0.69,0.61,0.12
Stephane,Lemeret,British GT Championship,GT2_05,GPC Sport,2005,7,0.78,BEL,1973/09/04,1807,0.69,0.69,0.67,0.65,0.71,0.70,0.65,0.68,0.70,0.70,0.74,0.66,0.70,0.69,0.61,0.11
Dick,Waaijenberg,British GT Championship,GT2_05,JMB Racing,2005,8,0.78,NLD,1970/01/01,1804,0.68,0.69,0.66,0.65,0.71,0.69,0.64,0.67,0.70,0.69,0.73,0.66,0.70,0.68,0.61,0.12
Horst,Felbermayr,British GT Championship,GT2_05,Seikel Motorsport,2005,9,0.77,AUT,1945/02/19,1807,0.69,0.69,0.66,0.65,0.71,0.70,0.65,0.68,0.70,0.70,0.76,0.66,0.70,0.69,0.61,0.10
Lars,Eric Nielsen,British GT Championship,GT2_05,Sebah Automotive,2005,10,0.77,DNK,1951/01/01,1805,0.68,0.69,0.65,0.65,0.71,0.69,0.64,0.68,0.70,0.69,0.76,0.66,0.70,0.68,0.61,0.10
Jan-Dirk,Lueders,British GT Championship,GT2_05,Jens Petersen Racing,2005,11,0.76,DEU,1970/04/06,1802,0.68,0.68,0.65,0.64,0.70,0.69,0.64,0.67,0.69,0.69,0.75,0.65,0.69,0.68,0.61,0.10
Paul,Daniels,British GT Championship,GT2_05,James Watt Automotive,2005,12,0.75,GBR,1958/08/01,1800,0.67,0.67,0.64,0.64,0.70,0.68,0.63,0.67,0.69,0.68,0.75,0.65,0.69,0.67,0.61,0.10
Darryl,O'Young,British GT Championship,GT2_05,Noble Group,2005,13,0.75,HKG,1980/03/26,1797,0.67,0.67,0.64,0.63,0.69,0.68,0.63,0.66,0.68,0.68,0.74,0.64,0.68,0.67,0.61,0.11
Jonathan,Cocker,British GT Championship,GT2_05,Gruppe M Racing,2005,14,0.74,GBR,1986/08/24,1795,0.66,0.66,0.63,0.63,0.69,0.67,0.62,0.66,0.68,0.67,0.74,0.64,0.68,0.66,0.61,0.11
Xavier,Pompidu,British GT Championship,GT2_05,Sebah Automotive,2005,15,0.73,FRA,1972/06/27,1794,0.66,0.66,0.63,0.63,0.69,0.67,0.62,0.65,0.68,0.67,0.74,0.64,0.68,0.66,0.61,0.11
Bruno,Houzelot,British GT Championship,GT2_05,Bernard Jubin,2005,16,0.73,FRA,1956/09/14,1789,0.65,0.65,0.62,0.62,0.68,0.66,0.61,0.64,0.67,0.66,0.73,0.63,0.67,0.65,0.61,0.12
Adam,Jones,British GT Championship,GT2_05,T2M Motorsport,2005,17,0.72,GBR,1980/08/08,1787,0.65,0.64,0.62,0.61,0.67,0.66,0.61,0.64,0.66,0.66,0.73,0.62,0.66,0.65,0.61,0.12
Juan,Barazi,British GT Championship,GT2_05,In2Racing,2005,18,0.72,DNK,1969/01/22,1786,0.65,0.64,0.61,0.61,0.67,0.66,0.61,0.63,0.66,0.66,0.73,0.62,0.66,0.65,0.61,0.12
Nattavude,Charoensukhawatana,British GT Championship,GT2_05,Tech 9 Motorsport,2005,19,0.71,GBR,1963/09/04,1784,0.64,0.63,0.61,0.61,0.67,0.65,0.60,0.63,0.66,0.65,0.73,0.62,0.66,0.64,0.61,0.12
Markus,Palttala,British GT Championship,GT2_05,Ice Pol Racing Team,2005,20,0.70,FIN,1977/08/16,1787,0.65,0.64,0.60,0.61,0.67,0.66,0.61,0.64,0.66,0.66,0.76,0.62,0.66,0.65,0.61,0.10
Tom,Kimber-Smith,British GT Championship,GT2_05,Team LNT,2005,21,0.70,GBR,1984/01/11,1780,0.63,0.63,0.60,0.60,0.66,0.64,0.59,0.62,0.65,0.64,0.73,0.61,0.65,0.63,0.61,0.12
John,Hartshorne,British GT Championship,GT2_05,RaceSport,2005,22,0.69,GBR,1957/04/18,1780,0.63,0.62,0.59,0.60,0.66,0.64,0.59,0.62,0.65,0.64,0.74,0.61,0.65,0.63,0.61,0.11
Piers,Johnson,British GT Championship,GT2_05,RaceSport,2005,23,0.69,GBR,1969/12/23,1778,0.63,0.62,0.59,0.60,0.66,0.64,0.59,0.62,0.65,0.64,0.74,0.61,0.65,0.63,0.61,0.11
Rick,Pearson,British GT Championship,GT2_05,RaceSport,2005,24,0.68,GBR,1970/03/15,1775,0.62,0.61,0.58,0.59,0.65,0.63,0.58,0.61,0.64,0.63,0.73,0.60,0.64,0.62,0.61,0.12
Lonnie,Pechnik,Rolex Sports Car Series,GT2_05,Flying Lizard Motorsports,2005,1,0.82,USA,1965/09/30,1850,0.77,0.78,0.70,0.73,0.79,0.78,0.73,0.77,0.78,0.78,0.80,0.74,0.78,0.77,0.61,0.08
Johannes,van Overbeek,Rolex Sports Car Series,GT2_05,Flying Lizard Motorsports,2005,2,0.82,USA,1973/04/14,1848,0.77,0.78,0.70,0.73,0.79,0.78,0.73,0.77,0.78,0.78,0.80,0.74,0.78,0.77,0.61,0.08
Justin,Jackson,Rolex Sports Car Series,GT2_05,J3 Racing,2005,3,0.81,USA,1974/02/09,1846,0.76,0.77,0.69,0.73,0.79,0.77,0.72,0.76,0.78,0.77,0.79,0.74,0.78,0.76,0.61,0.08
Michael,Cawley,Rolex Sports Car Series,GT2_05,J3 Racing,2005,4,0.81,USA,1970/01/01,1835,0.74,0.75,0.69,0.71,0.77,0.75,0.70,0.73,0.76,0.75,0.74,0.72,0.76,0.74,0.61,0.11
Andy,Lally,Rolex Sports Car Series,GT2_05,ZIP Racing,2005,5,0.80,USA,1972/01/01,1832,0.74,0.74,0.68,0.70,0.76,0.75,0.70,0.72,0.75,0.75,0.73,0.71,0.75,0.74,0.61,0.12
Marc,Sluszny,Rolex Sports Car Series,GT2_05,The Racers Group,2005,6,0.80,BEL,1962/02/01,1831,0.73,0.74,0.68,0.70,0.76,0.74,0.69,0.72,0.75,0.74,0.73,0.71,0.75,0.73,0.61,0.12
Andrew,Davis,Rolex Sports Car Series,GT2_05,The Racers Group,2005,7,0.79,USA,1977/01/01,1830,0.73,0.74,0.68,0.69,0.75,0.74,0.69,0.72,0.74,0.74,0.73,0.70,0.74,0.73,0.61,0.12
Michael,Vergers,Rolex Sports Car Series,GT2_05,In2Racing,2005,8,0.79,NLD,1969/06/24,1828,0.73,0.73,0.67,0.69,0.75,0.74,0.69,0.71,0.74,0.74,0.73,0.70,0.74,0.73,0.61,0.12
Timo,Bernhard,Rolex Sports Car Series,GT2_05,Alex Job Racing,2005,9,0.78,DEU,1981/02/24,1838,0.75,0.75,0.67,0.71,0.77,0.76,0.71,0.75,0.76,0.76,0.80,0.72,0.76,0.75,0.61,0.08
Patrick,Long,Rolex Sports Car Series,GT2_05,Petersen / White Lightning,2005,10,0.78,USA,1981/07/28,1837,0.74,0.75,0.66,0.71,0.77,0.75,0.70,0.75,0.76,0.75,0.80,0.72,0.76,0.74,0.61,0.08
Wolf,Henzler,Rolex Sports Car Series,GT2_05,British American Motorsport,2005,11,0.77,DEU,1975/04/05,1832,0.73,0.74,0.66,0.70,0.76,0.74,0.69,0.73,0.75,0.74,0.78,0.71,0.75,0.73,0.61,0.09
Seth,Neiman,Rolex Sports Car Series,GT2_05,Flying Lizard Motorsports,2005,12,0.77,USA,1954/06/27,1834,0.74,0.74,0.65,0.70,0.76,0.75,0.70,0.74,0.75,0.75,0.80,0.71,0.75,0.74,0.61,0.08
Jon,Fogarty,Rolex Sports Car Series,GT2_05,Flying Lizard Motorsports,2005,13,0.76,USA,1975/05/25,1833,0.74,0.74,0.65,0.70,0.76,0.75,0.70,0.74,0.75,0.75,0.80,0.71,0.75,0.74,0.61,0.08
Tim,Sugden,Rolex Sports Car Series,GT2_05,J3 Racing,2005,14,0.76,GBR,1964/04/26,1829,0.73,0.73,0.65,0.69,0.75,0.74,0.69,0.73,0.74,0.74,0.78,0.70,0.74,0.73,0.61,0.09
Randy,Pobst,Rolex Sports Car Series,GT2_05,Alex Job Racing,2005,15,0.75,USA,1957/06/26,1823,0.72,0.72,0.64,0.68,0.74,0.73,0.68,0.71,0.73,0.73,0.76,0.69,0.73,0.72,0.61,0.10
Spencer,Pumpelly,Rolex Sports Car Series,GT2_05,ZIP Racing,2005,16,0.75,USA,1974/12/28,1817,0.71,0.70,0.64,0.67,0.73,0.72,0.67,0.69,0.72,0.72,0.73,0.68,0.72,0.71,0.61,0.12
Tracy,Krohn,Rolex Sports Car Series,GT2_05,The Racers Group,2005,17,0.74,USA,1954/08/26,1815,0.70,0.70,0.63,0.67,0.73,0.71,0.66,0.69,0.72,0.71,0.73,0.68,0.72,0.70,0.61,0.12
Kevin,Buckler,Rolex Sports Car Series,GT2_05,The Racers Group,2005,18,0.74,USA,1959/02/09,1814,0.70,0.70,0.63,0.66,0.72,0.71,0.66,0.69,0.71,0.71,0.73,0.67,0.71,0.70,0.61,0.12
Leh,Keen,Rolex Sports Car Series,GT2_05,J3 Racing,2005,19,0.73,USA,1983/07/22,1812,0.70,0.69,0.63,0.66,0.72,0.71,0.66,0.68,0.71,0.71,0.73,0.67,0.71,0.70,0.61,0.12
Darren,Law,Rolex Sports Car Series,GT2_05,Alex Job Racing,2005,20,0.73,USA,1968/04/04,1815,0.70,0.70,0.62,0.67,0.73,0.71,0.66,0.69,0.72,0.71,0.75,0.68,0.72,0.70,0.61,0.10
Arnaud,Peyroles,Rolex Sports Car Series,GTR_04,Duller Motorsport,2005,21,0.72,FRA,1970/01/01,1809,0.69,0.69,0.62,0.66,0.72,0.70,0.65,0.68,0.71,0.70,0.73,0.67,0.71,0.69,0.61,0.12
Hans-Joachim,Stuck,Rolex Sports Car Series,GTR_04,Team Schnitzer,2005,22,0.72,DEU,1949/01/01,1808,0.69,0.68,0.61,0.65,0.71,0.70,0.65,0.68,0.70,0.70,0.73,0.66,0.70,0.69,0.61,0.12
Boris,Said,Rolex Sports Car Series,GTR_04,Team Schnitzer,2005,23,0.71,USA,1962/09/18,1807,0.69,0.68,0.61,0.65,0.71,0.70,0.65,0.67,0.70,0.70,0.73,0.66,0.70,0.69,0.61,0.12
Johannes,Scheid,Rolex Sports Car Series,GTR_04,Scuderia Augustusburg BrÃ¼hl,2005,24,0.71,DEU,1970/01/01,1805,0.68,0.68,0.60,0.65,0.71,0.69,0.64,0.67,0.70,0.69,0.73,0.66,0.70,0.68,0.61,0.12
Matthias,Tischner,Rolex Sports Car Series,GTR_04,Team Michael Tischner,2005,25,0.70,DEU,1970/01/01,1804,0.68,0.67,0.60,0.65,0.71,0.69,0.64,0.67,0.70,0.69,0.73,0.66,0.70,0.68,0.61,0.12
Joachim,Kiesch,Rolex Sports Car Series,GTR_04,Schirmer Motorsport,2005,26,0.70,DEU,1970/01/01,1802,0.68,0.67,0.60,0.64,0.70,0.69,0.64,0.66,0.69,0.69,0.73,0.65,0.69,0.68,0.61,0.12
Arno,Klasen,Rolex Sports Car Series,GTR_04,Team Arnd Meyer,2005,27,0.69,DEU,1967/05/03,1801,0.67,0.66,0.59,0.64,0.70,0.68,0.63,0.66,0.69,0.68,0.73,0.65,0.69,0.67,0.61,0.12
James,Welan,Rolex Sports Car Series,GTR_04,Ring Racing,2005,28,0.69,GBR,1970/01/01,1799,0.67,0.66,0.59,0.64,0.70,0.68,0.63,0.66,0.69,0.68,0.73,0.65,0.69,0.67,0.61,0.12
Jochen,Berger,Rolex Sports Car Series,GTR_04,Kruse Motorsport,2005,29,0.68,DEU,1970/01/01,1798,0.67,0.66,0.58,0.63,0.69,0.68,0.63,0.66,0.68,0.68,0.73,0.64,0.68,0.67,0.61,0.12
Nick,Barrow,Rolex Sports Car Series,GTR_04,Moore International Motorsport,2005,30,0.68,GBR,1970/01/01,1797,0.67,0.65,0.58,0.63,0.69,0.68,0.63,0.65,0.68,0.68,0.73,0.64,0.68,0.67,0.61,0.12
François,Labhardt,Speed World Challenge,GT1_05,De Radigues,2005,1,0.82,CHE,1970/01/01,1827,0.73,0.74,0.70,0.69,0.75,0.74,0.69,0.71,0.74,0.74,0.73,0.70,0.74,0.73,0.61,0.12
Philippe,Prette,Speed World Challenge,GT1_05,De Radigues,2005,2,0.81,MCO,1970/01/01,1825,0.72,0.73,0.69,0.69,0.75,0.73,0.68,0.71,0.74,0.73,0.73,0.70,0.74,0.72,0.61,0.12
Ron,Fellows,Speed World Challenge,GT1_05,Pratt & Miller,2005,3,0.81,CAN,1959/09/28,1835,0.74,0.75,0.69,0.70,0.76,0.75,0.70,0.74,0.75,0.75,0.80,0.71,0.75,0.74,0.61,0.08
Olivier,Beretta,Speed World Challenge,GT1_05,Pratt & Miller,2005,4,0.80,MCO,1969/11/23,1832,0.74,0.74,0.68,0.70,0.76,0.75,0.70,0.74,0.75,0.75,0.80,0.71,0.75,0.74,0.61,0.08
Terry,Borcheller,Speed World Challenge,GT1_05,ACEMCO Motorsports,2005,5,0.79,USA,1966/03/22,1830,0.73,0.74,0.67,0.70,0.76,0.74,0.69,0.74,0.75,0.74,0.80,0.71,0.75,0.73,0.61,0.08
Richard,Virenque,Speed World Challenge,GT1_05,De Radigues,2005,6,0.78,FRA,1969/11/19,1816,0.70,0.71,0.67,0.67,0.73,0.71,0.66,0.69,0.72,0.71,0.73,0.68,0.72,0.70,0.61,0.12
Bert,Longin,Speed World Challenge,GT1_05,GLPK Carsport,2005,7,0.78,BEL,1965/10/26,1826,0.72,0.73,0.66,0.69,0.75,0.73,0.68,0.73,0.74,0.73,0.80,0.70,0.74,0.72,0.61,0.08
David,Empringham,Speed World Challenge,GT1_05,Pacific Coast Motorsports,2005,8,0.77,CAN,1965/12/28,1812,0.70,0.70,0.66,0.66,0.72,0.71,0.66,0.68,0.71,0.71,0.73,0.67,0.71,0.70,0.61,0.12
Eric,Cayrolle,Speed World Challenge,GT1_05,Selleslagh Racing Team,2005,9,0.76,FRA,1962/08/27,1810,0.69,0.69,0.65,0.66,0.72,0.70,0.65,0.68,0.71,0.70,0.73,0.67,0.71,0.69,0.61,0.12
Mike,Hezemans,Speed World Challenge,GT1_05,GLPK Carsport,2005,10,0.75,NLD,1969/07/25,1819,0.71,0.71,0.64,0.68,0.74,0.72,0.67,0.72,0.73,0.72,0.80,0.69,0.73,0.71,0.61,0.08
Massimilano,Papis,Speed World Challenge,GT1_05,Pratt & Miller,2005,11,0.75,ITA,1969/10/03,1807,0.69,0.69,0.64,0.65,0.71,0.70,0.65,0.67,0.70,0.70,0.74,0.66,0.70,0.69,0.61,0.11
Jan,Magnussen,Speed World Challenge,GT1_05,Pratt & Miller,2005,12,0.74,DNK,1985/01/01,1804,0.68,0.68,0.63,0.65,0.71,0.69,0.64,0.67,0.70,0.69,0.74,0.66,0.70,0.68,0.61,0.11
Jos,Menten,Speed World Challenge,GT1_05,Selleslagh Racing Team,2005,13,0.73,NLD,1981/05/22,1801,0.67,0.67,0.62,0.64,0.70,0.68,0.63,0.66,0.69,0.68,0.73,0.65,0.69,0.67,0.61,0.12
Marc,Duez,Speed World Challenge,GT1_05,Selleslagh Racing Team,2005,14,0.72,BEL,1957/04/18,1799,0.67,0.67,0.62,0.64,0.70,0.68,0.63,0.66,0.69,0.68,0.73,0.65,0.69,0.67,0.61,0.12
Maciej,Stanco,Speed World Challenge,GT1_05,RAM Racing Team,2005,15,0.72,POL,1964/09/25,1802,0.68,0.67,0.61,0.64,0.70,0.69,0.64,0.67,0.69,0.69,0.76,0.65,0.69,0.68,0.61,0.10
Rick,Sutherland,Speed World Challenge,GT1_05,Graham Nash Motorsport,2005,16,0.71,USA,1956/09/15,1794,0.66,0.66,0.61,0.63,0.69,0.67,0.62,0.65,0.68,0.67,0.73,0.64,0.68,0.66,0.61,0.12
Joel,Camathias,Speed World Challenge,GT1_05,Graham Nash Motorsport,2005,17,0.70,CHE,1981/02/09,1796,0.67,0.66,0.60,0.63,0.69,0.68,0.63,0.66,0.68,0.68,0.75,0.64,0.68,0.67,0.61,0.10
Adam,Lacko,Speed World Challenge,GT1_05,Konrad Motorsport,2005,18,0.69,CZE,1984/09/24,1793,0.66,0.65,0.59,0.62,0.68,0.67,0.62,0.65,0.67,0.67,0.74,0.63,0.67,0.66,0.61,0.11
Enea,Casoni,Speed World Challenge,GT1_05,Graham Nash Motorsport,2005,19,0.69,ITA,1968/12/27,1789,0.65,0.64,0.59,0.62,0.68,0.66,0.61,0.64,0.67,0.66,0.74,0.63,0.67,0.65,0.61,0.11
Ralf,Kelleners,Speed World Challenge,GT1_05,ACEMCO Motorsports,2005,20,0.68,DEU,1968/05/18,1787,0.65,0.64,0.58,0.61,0.67,0.66,0.61,0.64,0.66,0.66,0.74,0.62,0.66,0.65,0.61,0.11
Hisashi,Wada-Q,Southern Europe GT Championship,GT1_05,JLOC,2005,1,0.82,JPN,1962/06/07,1845,0.76,0.77,0.70,0.73,0.79,0.77,0.72,0.75,0.78,0.77,0.73,0.74,0.78,0.76,0.61,0.12
Gianni,Morbidelli,Southern Europe GT Championship,GT1_05,Reiter Engineering,2005,2,0.81,ITA,1968/01/13,1844,0.76,0.77,0.70,0.72,0.78,0.77,0.72,0.74,0.77,0.77,0.73,0.73,0.77,0.76,0.61,0.12
Roman,Rusinov,Southern Europe GT Championship,GT1_05,JMB Racing,2005,3,0.81,RUS,1981/10/21,1847,0.76,0.77,0.69,0.73,0.79,0.77,0.72,0.76,0.78,0.77,0.76,0.74,0.78,0.76,0.61,0.10
Timo,Scheider,Southern Europe GT Championship,GT1_05,Bartels Motor&Sport,2005,4,0.80,DEU,1978/11/10,1852,0.77,0.78,0.69,0.74,0.80,0.78,0.73,0.78,0.79,0.78,0.80,0.75,0.79,0.77,0.61,0.08
Gabriele,Gardel,Southern Europe GT Championship,GT1_05,Larbre Compétition,2005,5,0.80,CHE,1977/10/22,1851,0.77,0.78,0.68,0.74,0.80,0.78,0.73,0.78,0.79,0.78,0.80,0.75,0.79,0.77,0.61,0.08
Nikolaj,Fomenko,Southern Europe GT Championship,GT1_05,Russian Age Racing,2005,6,0.79,RUS,1962/04/30,1849,0.77,0.77,0.68,0.73,0.79,0.78,0.73,0.77,0.78,0.78,0.80,0.74,0.78,0.77,0.61,0.08
Steve,Zacchia,Southern Europe GT Championship,GT1_05,Larbre Compétition,2005,7,0.79,CHE,1982/08/15,1841,0.75,0.76,0.67,0.72,0.78,0.76,0.71,0.75,0.77,0.76,0.76,0.73,0.77,0.75,0.61,0.10
